task_id,completed,dropped_timeout,dropped_unavailable,deadline_violation,illegal_action_rejected,arrival_time,completion_time,delay,reward,queue_length_observations,policy,scenario_name,workload,deadline_pressure,seed,selected_action,resolved_destination,compatibility_mode_used
legal_horizontal_offload-13-0,True,False,False,True,False,0,5,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,legal_horizontal_offload,medium,tight,13,horizontal,6,True
legal_horizontal_offload-13-1,True,False,False,True,False,1,6,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,legal_horizontal_offload,medium,tight,13,horizontal,6,True
legal_horizontal_offload-13-2,True,False,False,True,False,2,7,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,legal_horizontal_offload,medium,tight,13,horizontal,6,True
legal_horizontal_offload-13-3,True,False,False,True,False,3,8,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,legal_horizontal_offload,medium,tight,13,horizontal,6,True
light_load_no_deadline_pressure-7-0,True,False,False,False,False,0,5,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-7-1,True,False,False,False,False,1,6,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-7-2,True,False,False,False,False,2,7,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-7-3,True,False,False,False,False,3,8,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-7-4,True,False,False,False,False,4,9,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-7-5,True,False,False,False,False,5,10,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-13-0,True,False,False,False,False,0,5,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-13-1,True,False,False,False,False,1,6,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-13-2,True,False,False,False,False,2,7,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-13-3,True,False,False,False,False,3,8,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-13-4,True,False,False,False,False,4,9,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-13-5,True,False,False,False,False,5,10,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-7-0,True,False,False,False,False,0,4,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-7-1,True,False,False,False,False,1,5,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-7-2,True,False,False,False,False,2,6,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-7-3,True,False,False,False,False,3,7,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-7-4,True,False,False,False,False,4,8,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-7-5,True,False,False,False,False,5,9,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-13-0,True,False,False,False,False,0,4,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-13-1,True,False,False,False,False,1,5,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-13-2,True,False,False,False,False,2,6,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-13-3,True,False,False,False,False,3,7,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-13-4,True,False,False,False,False,4,8,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-13-5,True,False,False,False,False,5,9,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-7-0,True,False,False,True,False,0,6,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,7,compute_local,self,True
light_load_no_deadline_pressure-7-1,True,False,False,True,False,1,7,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,7,compute_local,self,True
light_load_no_deadline_pressure-7-2,True,False,False,True,False,2,8,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,7,compute_local,self,True
light_load_no_deadline_pressure-7-3,True,False,False,True,False,3,9,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,7,compute_local,self,True
light_load_no_deadline_pressure-7-4,True,False,False,True,False,4,10,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,7,compute_local,self,True
light_load_no_deadline_pressure-7-5,False,True,False,False,False,5,,,-40.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,7,compute_local,self,True
light_load_no_deadline_pressure-13-0,True,False,False,True,False,0,6,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,13,compute_local,self,True
light_load_no_deadline_pressure-13-1,True,False,False,True,False,1,7,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,13,compute_local,self,True
light_load_no_deadline_pressure-13-2,True,False,False,True,False,2,8,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,13,compute_local,self,True
light_load_no_deadline_pressure-13-3,True,False,False,True,False,3,9,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,13,compute_local,self,True
light_load_no_deadline_pressure-13-4,True,False,False,True,False,4,10,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,13,compute_local,self,True
light_load_no_deadline_pressure-13-5,False,True,False,False,False,5,,,-40.0,"[3, 4, 5]",HOODIE_PROPOSED,light_load_no_deadline_pressure,high,tight,13,compute_local,self,True
light_load_no_deadline_pressure-7-0,True,False,False,False,False,0,3,3.0,-3.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-7-1,True,False,False,False,False,1,4,3.0,-3.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-13-0,True,False,False,False,False,0,3,3.0,-3.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-13-1,True,False,False,False,False,1,4,3.0,-3.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-7-0,True,False,False,False,False,0,2,2.0,-2.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-7-1,True,False,False,False,False,1,3,2.0,-2.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-13-0,True,False,False,False,False,0,2,2.0,-2.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-13-1,True,False,False,False,False,1,3,2.0,-2.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-7-0,True,False,False,True,False,0,4,4.0,-4.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,tight,7,compute_local,self,True
light_load_no_deadline_pressure-7-1,True,False,False,True,False,1,5,4.0,-4.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,tight,7,compute_local,self,True
light_load_no_deadline_pressure-13-0,True,False,False,True,False,0,4,4.0,-4.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,tight,13,compute_local,self,True
light_load_no_deadline_pressure-13-1,True,False,False,True,False,1,5,4.0,-4.0,"[1, 2, 3]",HOODIE_PROPOSED,light_load_no_deadline_pressure,low,tight,13,compute_local,self,True
light_load_no_deadline_pressure-7-0,True,False,False,False,False,0,4,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-7-1,True,False,False,False,False,1,5,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-7-2,True,False,False,False,False,2,6,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-7-3,True,False,False,False,False,3,7,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,moderate,7,compute_local,self,True
light_load_no_deadline_pressure-13-0,True,False,False,False,False,0,4,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-13-1,True,False,False,False,False,1,5,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-13-2,True,False,False,False,False,2,6,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-13-3,True,False,False,False,False,3,7,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,moderate,13,compute_local,self,True
light_load_no_deadline_pressure-7-0,True,False,False,False,False,0,3,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-7-1,True,False,False,False,False,1,4,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-7-2,True,False,False,False,False,2,5,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-7-3,True,False,False,False,False,3,6,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,relaxed,7,compute_local,self,True
light_load_no_deadline_pressure-13-0,True,False,False,False,False,0,3,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-13-1,True,False,False,False,False,1,4,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-13-2,True,False,False,False,False,2,5,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-13-3,True,False,False,False,False,3,6,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,relaxed,13,compute_local,self,True
light_load_no_deadline_pressure-7-0,True,False,False,True,False,0,5,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,tight,7,compute_local,self,True
light_load_no_deadline_pressure-7-1,True,False,False,True,False,1,6,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,tight,7,compute_local,self,True
light_load_no_deadline_pressure-7-2,True,False,False,True,False,2,7,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,tight,7,compute_local,self,True
light_load_no_deadline_pressure-7-3,True,False,False,True,False,3,8,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,tight,7,compute_local,self,True
light_load_no_deadline_pressure-13-0,True,False,False,True,False,0,5,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,tight,13,compute_local,self,True
light_load_no_deadline_pressure-13-1,True,False,False,True,False,1,6,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,tight,13,compute_local,self,True
light_load_no_deadline_pressure-13-2,True,False,False,True,False,2,7,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,tight,13,compute_local,self,True
light_load_no_deadline_pressure-13-3,True,False,False,True,False,3,8,5.0,-5.0,"[2, 3, 4]",HOODIE_PROPOSED,light_load_no_deadline_pressure,medium,tight,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-0,True,False,False,False,False,0,5,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-1,True,False,False,False,False,1,6,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-2,True,False,False,False,False,2,7,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-3,True,False,False,False,False,3,8,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-4,True,False,False,False,False,4,9,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-5,True,False,False,False,False,5,10,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-0,True,False,False,False,False,0,5,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-1,True,False,False,False,False,1,6,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-2,True,False,False,False,False,2,7,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-3,True,False,False,False,False,3,8,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-4,True,False,False,False,False,4,9,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-5,True,False,False,False,False,5,10,5.0,-5.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-0,True,False,False,False,False,0,4,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-1,True,False,False,False,False,1,5,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-2,True,False,False,False,False,2,6,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-3,True,False,False,False,False,3,7,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-4,True,False,False,False,False,4,8,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-5,True,False,False,False,False,5,9,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-0,True,False,False,False,False,0,4,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-1,True,False,False,False,False,1,5,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-2,True,False,False,False,False,2,6,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-3,True,False,False,False,False,3,7,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-4,True,False,False,False,False,4,8,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-5,True,False,False,False,False,5,9,4.0,-4.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,relaxed,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-0,True,False,False,True,False,0,6,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-1,True,False,False,True,False,1,7,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-2,True,False,False,True,False,2,8,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-3,True,False,False,True,False,3,9,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-4,True,False,False,True,False,4,10,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-5,False,True,False,False,False,5,,,-40.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-0,True,False,False,True,False,0,6,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-1,True,False,False,True,False,1,7,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-2,True,False,False,True,False,2,8,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-3,True,False,False,True,False,3,9,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-4,True,False,False,True,False,4,10,6.0,-6.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-5,False,True,False,False,False,5,,,-40.0,"[3, 4, 5]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,high,tight,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-0,True,False,False,False,False,0,3,3.0,-3.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-1,True,False,False,False,False,1,4,3.0,-3.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-0,True,False,False,False,False,0,3,3.0,-3.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-1,True,False,False,False,False,1,4,3.0,-3.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-0,True,False,False,False,False,0,2,2.0,-2.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-1,True,False,False,False,False,1,3,2.0,-2.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-0,True,False,False,False,False,0,2,2.0,-2.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,relaxed,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-1,True,False,False,False,False,1,3,2.0,-2.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,relaxed,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-0,True,False,False,True,False,0,4,4.0,-4.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,tight,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-1,True,False,False,True,False,1,5,4.0,-4.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,tight,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-0,True,False,False,True,False,0,4,4.0,-4.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,tight,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-1,True,False,False,True,False,1,5,4.0,-4.0,"[1, 2, 3]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,low,tight,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-0,True,False,False,False,False,0,4,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-1,True,False,False,False,False,1,5,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-2,True,False,False,False,False,2,6,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-3,True,False,False,False,False,3,7,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,moderate,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-0,True,False,False,False,False,0,4,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-1,True,False,False,False,False,1,5,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-2,True,False,False,False,False,2,6,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-3,True,False,False,False,False,3,7,4.0,-4.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,moderate,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-0,True,False,False,False,False,0,3,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-1,True,False,False,False,False,1,4,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-2,True,False,False,False,False,2,5,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-7-3,True,False,False,False,False,3,6,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,relaxed,7,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-0,True,False,False,False,False,0,3,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,relaxed,13,compute_local,self,True
mixed_local_horizontal_cloud_candidates-13-1,True,False,False,False,False,1,4,3.0,-3.0,"[2, 3, 4]",HOODIE_PROPOSED,mixed_local_horizontal_cloud_candidates,medium,relaxed,13,compute_local,self,True
